product_code,product_name,txn_date,txn_nep_month,txn_nep_date,account_id,amount,channel,theater,user_type,last_txn_before_bhadra,first_active_after_bhadra,active_difference,churn_or_not,day_of_week
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-09-17,Bhadra,1,1018942,2400.0,WEB,Chitwan Cineplex Pvt. Ltd.,Deleted User,13/08/2025,18/08/2025,5.0,Not Churn,Wednesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-01,Bhadra,16,1022129,700.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,12/08/2025,17/08/2025,5.0,Not Churn,Monday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-09-29,Ashoj,13,1022129,1920.0,GPRS,Qfx Labim,Old User,12/08/2025,17/08/2025,5.0,Not Churn,Monday
NP-ES-QSCINEMA,Q's Cinema_QFX,2025-08-23,Bhadra,7,1022129,780.0,WEB,Q's Cinema_QFX,Old User,12/08/2025,17/08/2025,5.0,Not Churn,Saturday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-06,Ashoj,20,1022129,1060.0,GPRS,QFX Civil,Old User,12/08/2025,17/08/2025,5.0,Not Churn,Monday
eSewa_QFXChhaya,QFX Chhaya Centre,2025-09-02,Bhadra,17,1023018,940.0,WEB,QFX Chhaya Centre,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Tuesday
eSewa_QFXChhaya,QFX Chhaya Centre,2025-09-06,Bhadra,21,1023018,1440.0,WEB,QFX Chhaya Centre,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Saturday
NP-ES-MOVIES-CINEM,Q's Cinemas,2025-10-07,Ashoj,21,1023018,400.0,GPRS,Q's Cinemas,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Tuesday
NP-ES-MOVIES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-10-10,Ashoj,24,1061497,760.0,GPRS,Skyline moives (QFX Birgunj ),Old User,06/08/2025,18/08/2025,12.0,Not Churn,Friday
NP-ES-MOVIES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-10-06,Ashoj,20,1061497,660.0,GPRS,Skyline moives (QFX Birgunj ),Old User,06/08/2025,18/08/2025,12.0,Not Churn,Monday
NP-ES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-09-05,Bhadra,20,1061497,600.0,WEB,Skyline moives (QFX Birgunj ),Old User,06/08/2025,18/08/2025,12.0,Not Churn,Friday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-07,Ashoj,21,1067241,750.0,GPRS,QFX Civil,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Tuesday
QFX_civil,QFX Civil,2025-08-27,Bhadra,11,1067241,750.0,WEB,QFX Civil,Old User,15/08/2025,18/08/2025,3.0,Not Churn,Wednesday
QFX_civil,QFX Civil,2025-08-26,Bhadra,10,1089601,4550.0,WEB,QFX Civil,Old User,16/08/2025,26/08/2025,10.0,Not Churn,Tuesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-05,Ashoj,19,1089601,3520.0,GPRS,QFX Civil,Old User,16/08/2025,26/08/2025,10.0,Not Churn,Sunday
NP-ES-MOVIES-CINEM,Q's Cinemas,2025-10-14,Ashoj,28,1090167,1000.0,GPRS,Q's Cinemas,Old User,07/07/2025,20/08/2025,44.0,1 Months Churn,Tuesday
QFX_labim,QFX Labim,2025-08-26,Bhadra,10,1090167,780.0,WEB,QFX Labim,Old User,07/07/2025,20/08/2025,44.0,1 Months Churn,Tuesday
NP-ES-MOVIES-CINEM,Q's Cinemas,2025-10-07,Ashoj,21,1090167,400.0,GPRS,Q's Cinemas,Old User,07/07/2025,20/08/2025,44.0,1 Months Churn,Tuesday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-25,Bhadra,9,1118489,800.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Monday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-24,Bhadra,8,1118489,960.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Sunday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-09-29,Ashoj,13,1118489,990.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Monday
NP-ES-MOVIES-QFXPKR,QFX Cinemas,2025-10-04,Ashoj,18,1128567,390.0,GPRS,QFX Cinemas,Old User,20/07/2025,27/08/2025,38.0,1 Months Churn,Saturday
eSewa_MidTown,MIDTOWN CINEMAS,2025-08-27,Bhadra,11,1128567,400.0,WEB,MIDTOWN CINEMAS,Old User,20/07/2025,27/08/2025,38.0,1 Months Churn,Wednesday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-23,Bhadra,7,1129818,810.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,22/07/2025,23/08/2025,32.0,1 Months Churn,Saturday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-06,Ashoj,20,1129818,280.0,GPRS,Regal Cinemas ( Butwal),Old User,22/07/2025,23/08/2025,32.0,1 Months Churn,Monday
QFX_civil,QFX Civil,2025-08-19,Bhadra,3,1148923,250.0,WEB,QFX Civil,Old User,13/08/2025,19/08/2025,6.0,Not Churn,Tuesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-09-25,Ashoj,9,1148923,220.0,GPRS,QFX Civil,Old User,13/08/2025,19/08/2025,6.0,Not Churn,Thursday
NP-ES-ONECINEMA,One Cinema- Baneshwor ( Ticket Purchase),2025-09-07,Bhadra,22,1171672,2250.0,WEB,One Cinema- Baneshwor ( Ticket Purchase),Old User,09/08/2025,27/08/2025,18.0,Not Churn,Sunday
NP-ES-MOVIES-CINEM,Q's Cinemas,2025-10-05,Ashoj,19,1171672,1560.0,GPRS,Q's Cinemas,Old User,09/08/2025,27/08/2025,18.0,Not Churn,Sunday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-09-29,Ashoj,13,1176877,990.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,25/08/2025,9.0,Not Churn,Monday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-09-02,Bhadra,17,1176877,400.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,16/08/2025,25/08/2025,9.0,Not Churn,Tuesday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-09-06,Bhadra,21,1176877,540.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,16/08/2025,25/08/2025,9.0,Not Churn,Saturday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-03,Ashoj,17,1176877,1320.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,25/08/2025,9.0,Not Churn,Friday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-12,Ashoj,26,1197425,880.0,GPRS,QFX Civil,Old User,15/08/2025,21/08/2025,6.0,Not Churn,Sunday
QFX_labim,QFX Labim,2025-09-05,Bhadra,20,1197425,1920.0,WEB,QFX Labim,Old User,15/08/2025,21/08/2025,6.0,Not Churn,Friday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-06,Ashoj,20,1204139,430.0,GPRS,Regal Cinemas Pvt. Ltd.,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
FCUBECINEMAS,FCube Cinemas,2025-09-15,Bhadra,30,1204139,240.0,WEB,FCube Cinemas,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-05,Ashoj,19,1204139,860.0,GPRS,Regal Cinemas Pvt. Ltd.,Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-24,Bhadra,8,1204139,1320.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Deleted User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-09-29,Ashoj,13,1205045,2200.0,GPRS,QFX Civil,Old User,13/08/2025,07/09/2025,25.0,Not Churn,Monday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-04,Ashoj,18,1205045,1440.0,GPRS,Qfx Labim,Old User,13/08/2025,07/09/2025,25.0,Not Churn,Saturday
QFX_civil,QFX Civil,2025-09-07,Bhadra,22,1205045,1760.0,WEB,QFX Civil,Old User,13/08/2025,07/09/2025,25.0,Not Churn,Sunday
QFX_labim,QFX Labim,2025-08-28,Bhadra,12,1231841,960.0,WEB,QFX Labim,Old User,13/08/2025,19/08/2025,6.0,Not Churn,Thursday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-13,Ashoj,27,1231841,940.0,GPRS,Qfx Labim,Old User,13/08/2025,19/08/2025,6.0,Not Churn,Monday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-10,Ashoj,24,1324145,660.0,GPRS,QFX Civil,Deleted User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-03,Bhadra,18,1324145,1290.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Deleted User,16/08/2025,18/08/2025,2.0,Not Churn,Wednesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-09-29,Ashoj,13,1324145,880.0,GPRS,Regal Cinemas Pvt. Ltd.,Deleted User,16/08/2025,18/08/2025,2.0,Not Churn,Monday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-10,Ashoj,24,1340810,1760.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,26/07/2025,22/08/2025,27.0,Not Churn,Friday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-02,Bhadra,17,1340810,790.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,26/07/2025,22/08/2025,27.0,Not Churn,Tuesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-10,Ashoj,24,1354309,3640.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Friday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-17,Bhadra,1,1354309,2080.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-03,Bhadra,18,1354309,2250.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Wednesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-11,Ashoj,25,1362951,1040.0,GPRS,Regal Cinemas Pvt. Ltd.,Deleted User,16/08/2025,19/08/2025,3.0,Not Churn,Saturday
QFX_labim,QFX Labim,2025-08-20,Bhadra,4,1362951,940.0,WEB,QFX Labim,Deleted User,16/08/2025,19/08/2025,3.0,Not Churn,Wednesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-06,Ashoj,20,1362951,2580.0,GPRS,Regal Cinemas Pvt. Ltd.,Deleted User,16/08/2025,19/08/2025,3.0,Not Churn,Monday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-25,Bhadra,9,1362951,1400.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Deleted User,16/08/2025,19/08/2025,3.0,Not Churn,Monday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-22,Bhadra,6,1362951,1040.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Deleted User,16/08/2025,19/08/2025,3.0,Not Churn,Friday
NP-ES-QBOX,iNi Cinemas - Butwal,2025-10-06,Ashoj,20,1394863,1320.0,WEB,iNi Cinemas - Butwal,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Monday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-03,Ashoj,17,1394863,2310.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
ES-1911290038,Regal Cinemas Pvt. Ltd.. ( Butwal),2025-08-29,Bhadra,13,1394863,990.0,WEB,Regal Cinemas Pvt. Ltd.. ( Butwal),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-24,Bhadra,8,1429502,640.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Sunday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-25,Bhadra,9,1429502,760.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Monday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-03,Ashoj,17,1429502,380.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Friday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-01,Ashoj,15,1429502,380.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Wednesday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-20,Ashoj,4,1431941,440.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,14/08/2025,20/08/2025,6.0,Not Churn,Saturday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-10,Ashoj,24,1431941,520.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,14/08/2025,20/08/2025,6.0,Not Churn,Friday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-23,Bhadra,7,1431941,3000.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,14/08/2025,20/08/2025,6.0,Not Churn,Saturday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-09-04,Bhadra,19,1431941,1180.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,14/08/2025,20/08/2025,6.0,Not Churn,Thursday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-20,Bhadra,4,1431941,660.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,14/08/2025,20/08/2025,6.0,Not Churn,Wednesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-09-27,Ashoj,11,1433842,2560.0,GPRS,QFX Civil,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Saturday
QFX_civil,QFX Civil,2025-08-18,Bhadra,2,1433842,1750.0,WEB,QFX Civil,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Monday
NP-ES-QSCINEMA,Q's Cinema_QFX,2025-08-20,Bhadra,4,1433842,860.0,WEB,Q's Cinema_QFX,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Wednesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-02,Ashoj,16,1433842,1040.0,GPRS,QFX Civil,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Thursday
QFX_civil,QFX Civil,2025-08-17,Bhadra,1,1433842,3520.0,WEB,QFX Civil,Old User,15/08/2025,17/08/2025,2.0,Not Churn,Sunday
QFX_civil,QFX Civil,2025-08-31,Bhadra,15,1436828,631.0,WEB,QFX Civil,Old User,04/08/2025,17/08/2025,13.0,Not Churn,Sunday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-09-30,Ashoj,14,1436828,880.0,GPRS,QFX Civil,Old User,04/08/2025,17/08/2025,13.0,Not Churn,Tuesday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-09-07,Bhadra,22,1444117,1280.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-09-29,Ashoj,13,1444117,3420.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
Qfx_Jalma,QFX Jalma Bharatpur,2025-08-26,Bhadra,10,1444117,1920.0,WEB,QFX Jalma Bharatpur,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-08-18,Bhadra,2,1445911,1000.0,WEB,Skyline moives (QFX Birgunj ),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Monday
NP-ES-MOVIES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-10-03,Ashoj,17,1445911,1800.0,GPRS,Skyline moives (QFX Birgunj ),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-09,Ashoj,23,1556245,1120.0,GPRS,Qfx Labim,Old User,15/08/2025,19/08/2025,4.0,Not Churn,Thursday
eSewa_QFXChhaya,QFX Chhaya Centre,2025-09-04,Bhadra,19,1556245,1069.0,WEB,QFX Chhaya Centre,Old User,15/08/2025,19/08/2025,4.0,Not Churn,Thursday
FCUBECINEMAS,FCube Cinemas,2025-08-25,Bhadra,9,1668928,1520.0,WEB,FCube Cinemas,Old User,16/08/2025,24/08/2025,8.0,Not Churn,Monday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-11,Ashoj,25,1668928,880.0,GPRS,QFX Civil,Old User,16/08/2025,24/08/2025,8.0,Not Churn,Saturday
NP-ES-MOVIES-QFXPKR,QFX Cinemas,2025-10-14,Ashoj,28,1689754,1400.0,GPRS,QFX Cinemas,Old User,13/08/2025,18/08/2025,5.0,Not Churn,Tuesday
eSewa_MidTown,MIDTOWN CINEMAS,2025-09-07,Bhadra,22,1689754,1170.0,WEB,MIDTOWN CINEMAS,Old User,13/08/2025,18/08/2025,5.0,Not Churn,Sunday
NP-ES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-09-05,Bhadra,20,1700187,760.0,WEB,Skyline moives (QFX Birgunj ),Old User,13/08/2025,17/08/2025,4.0,Not Churn,Friday
NP-ES-MOVIES-QFXBIRGUNJ,Skyline moives (QFX Birgunj ),2025-10-11,Ashoj,25,1700187,760.0,GPRS,Skyline moives (QFX Birgunj ),Old User,13/08/2025,17/08/2025,4.0,Not Churn,Saturday
NP-ES-ONECINEMA,One Cinema- Baneshwor ( Ticket Purchase),2025-09-15,Bhadra,30,1721784,500.0,WEB,One Cinema- Baneshwor ( Ticket Purchase),Old User,13/08/2025,17/08/2025,4.0,Not Churn,Monday
eSewa_BSR,BSR Movies,2025-10-07,Ashoj,21,1721784,400.0,WEB,BSR Movies,Old User,13/08/2025,17/08/2025,4.0,Not Churn,Tuesday
NP-ES-MOVIES-CINEM,Q's Cinemas,2025-09-30,Ashoj,14,1721784,780.0,GPRS,Q's Cinemas,Old User,13/08/2025,17/08/2025,4.0,Not Churn,Tuesday
NP-ES-OCULARH,Ocular Holding,2025-09-04,Bhadra,19,1778342,880.0,WEB,Ocular Holding,Old User,06/08/2025,28/08/2025,22.0,Not Churn,Thursday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-05,Ashoj,19,1778342,860.0,GPRS,QFX Civil,Old User,06/08/2025,28/08/2025,22.0,Not Churn,Sunday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-28,Bhadra,12,1784425,400.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,13/08/2025,17/08/2025,4.0,Not Churn,Thursday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-04,Ashoj,18,1784425,1520.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,13/08/2025,17/08/2025,4.0,Not Churn,Saturday
Qfx_Jalma,QFX Jalma Bharatpur,2025-08-27,Bhadra,11,1784425,600.0,WEB,QFX Jalma Bharatpur,Old User,13/08/2025,17/08/2025,4.0,Not Churn,Wednesday
eSewa_MidTown,MIDTOWN CINEMAS,2025-08-18,Bhadra,2,1784806,700.0,WEB,MIDTOWN CINEMAS,Old User,14/08/2025,17/08/2025,3.0,Not Churn,Monday
NP-ES-MOVIES-QFXPKR,QFX Cinemas,2025-09-23,Ashoj,7,1784806,800.0,GPRS,QFX Cinemas,Old User,14/08/2025,17/08/2025,3.0,Not Churn,Tuesday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-09-28,Ashoj,12,1812081,960.0,GPRS,Qfx Labim,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
eSewa_QFXChhaya,QFX Chhaya Centre,2025-09-04,Bhadra,19,1812081,1920.0,WEB,QFX Chhaya Centre,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Thursday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-27,Bhadra,11,1871584,1080.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Wednesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-08,Ashoj,22,1871584,750.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Wednesday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-09-29,Ashoj,13,1877939,1520.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Monday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-29,Bhadra,13,1877939,3040.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-19,Bhadra,3,1907268,880.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,19/08/2025,3.0,Not Churn,Tuesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-02,Ashoj,16,1907268,880.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,16/08/2025,19/08/2025,3.0,Not Churn,Thursday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-04,Ashoj,18,1957408,880.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Saturday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-26,Bhadra,10,1957408,1050.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-05,Ashoj,19,1957408,440.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-08-23,Bhadra,7,1965372,1140.0,WEB,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,20/08/2025,4.0,Not Churn,Saturday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-08,Ashoj,22,1965372,600.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Old User,16/08/2025,20/08/2025,4.0,Not Churn,Wednesday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-09-28,Ashoj,12,1987807,1920.0,GPRS,Qfx Labim,Old User,31/07/2025,25/08/2025,25.0,Not Churn,Sunday
NP-ES-ELEMENTS,Elements Movies (QFX),2025-08-26,Bhadra,10,1987807,660.0,WEB,Elements Movies (QFX),Old User,31/07/2025,25/08/2025,25.0,Not Churn,Tuesday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-10,Ashoj,24,2018476,1040.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-29,Bhadra,13,2018476,880.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
qfx_bageshwori,QFX Bageshwori Nepalgunj,2025-09-16,Bhadra,31,2036888,150.0,WEB,QFX Bageshwori Nepalgunj,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Tuesday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-06,Ashoj,20,2036888,2310.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Monday
NP-ES-MOVIES-RBHR,Regal Cinemas Pvt. Ltd.,2025-10-13,Ashoj,27,2078440,660.0,GPRS,Regal Cinemas Pvt. Ltd.,Old User,07/12/2024,26/08/2025,262.0,9 Months Churn,Monday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-10-13,Ashoj,27,2078440,940.0,GPRS,Qfx Labim,Old User,07/12/2024,26/08/2025,262.0,9 Months Churn,Monday
ES-1911060096,Regal Cinemas Pvt. Ltd. ( Bhaktapur),2025-08-26,Bhadra,10,2078440,750.0,WEB,Regal Cinemas Pvt. Ltd. ( Bhaktapur),Old User,07/12/2024,26/08/2025,262.0,9 Months Churn,Tuesday
NP-ES-MOVIES-CIVIL,QFX Civil,2025-10-05,Ashoj,19,2111510,215.0,GPRS,QFX Civil,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Sunday
bigmovies,Bigmovies,2025-08-22,Bhadra,6,2111510,800.0,WEB,Bigmovies,Old User,16/08/2025,18/08/2025,2.0,Not Churn,Friday
NP-ES-MOVIES-LABIM,Qfx Labim,2025-09-29,Ashoj,13,2121046,960.0,GPRS,Qfx Labim,Old User,02/08/2025,30/08/2025,28.0,Not Churn,Monday
QFX_labim,QFX Labim,2025-08-30,Bhadra,14,2121046,960.0,WEB,QFX Labim,Old User,02/08/2025,30/08/2025,28.0,Not Churn,Saturday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-09-03,Bhadra,18,2165154,400.0,WEB,Chitwan Cineplex Pvt. Ltd.,Deleted User,16/08/2025,18/08/2025,2.0,Not Churn,Wednesday
NP-ES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-09-02,Bhadra,17,2165154,640.0,WEB,Chitwan Cineplex Pvt. Ltd.,Deleted User,16/08/2025,18/08/2025,2.0,Not Churn,Tuesday
NP-ES-MOVIES-CHITWANCINE,Chitwan Cineplex Pvt. Ltd.,2025-10-04,Ashoj,18,2165154,760.0,GPRS,Chitwan Cineplex Pvt. Ltd.,Deleted User,16/08/2025,18/08/2025,2.0,Not Churn,Saturday
NP-ES-MOVIES-RB,Regal Cinemas ( Butwal),2025-10-05,Ashoj,19,2174010,1650.0,GPRS,Regal Cinemas ( Butwal),Old User,16/08/2025,17/08/2025,1.0,Not Churn,Sunday
NP-ES-QBOX,iNi Cinemas - Butwal,2025-10-09,Ashoj,23,2174010,1620.0,WEB,iNi Cinemas - Butwal,Old User,16/08/2025,17/08/2025,1.0,Not Churn,Thursday
